"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MU24GTQ7","journalArticle","2024","Kumar, Niranjan; Hanji, Bhagyashri R.","Combined sentiment score and star rating analysis of travel destination prediction based on user preference using morphological linear neural network model with correlated topic modelling approach","Multimedia Tools and Applications","","1573-7721","10.1007/s11042-023-17995-y","https://link.springer.com/10.1007/s11042-023-17995-y","In the context of a globalized world where travel enthusiasts seek personalized recommendations for their favourite destinations, the study delves into sentiment analysis and travel recommendation systems. While previous research has explored various aspects of tourism destination selection, this work explores the use of star ratings to create sentiment lexicons tailored to specific domains. However, a notable limitation is the absence of a comprehensive investigation into the effectiveness of sentiment analysis techniques, in conjunction with star ratings, in accurately capturing review sentiment. This article aims to address this limitation by introducing a novel model that combines explicit sentiment scores and star ratings to predict optimal travel destinations based on user preferences. The model collects data from TripAdvisor but faces challenges related to noisy and non-informative elements such as HTML tags. To streamline the categorization process, preprocessing techniques like tokenization, stemming, and stop-word removal are applied. The study leverages Latent Dirichlet Allocation (LDA) topic modelling to extract user choice topics from the collected review data. Additionally, Correlated Topic Modeling (CTM) is employed to capture correlations between latent topics. The Morphological Linear Neural Network (MLNN) model is introduced to generate sentiment scores for textual content. These scores are then combined with star ratings from reviews to determine the most suitable destination. Furthermore, the study predicts average cumulative ratings by considering projected emotion scores and star ratings through the cumulative gain model. Implementation is carried out using Python software on a dataset comprising 67,871 samples. Evaluation metrics, including an F1-score of 89%, precision of 86%, and recall of 87%, indicate high performance in sentiment classification. The model exhibits an accuracy of approximately 95% and an RMSE value of 0.287, affirming its efficiency in polarity classification. Comparative analyses against state-of-the-art methods demonstrate the proposed model’s superiority in terms of accuracy, precision, and recall. The practical implications of this model are underscored by its successful implementation and impressive evaluation results, highlighting its potential for enhancing personalized travel recommendations.","2024-01-10","2025-10-16 00:44:49","2025-10-16 00:44:49","2025-10-16 00:44:49","61347-61378","","22","83","","Multimed Tools Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\H9FPDTHN\Kumar and Hanji - 2024 - Combined sentiment score and star rating analysis of travel destination prediction based on user pre.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMJ7ZE7J","journalArticle","2025","Ayadi, Manal; Rahman, Atta Ur; Ksisbi, Amel; Alhayan, Fatimah; Khan, Salam Ullah","Improving M-Health applications recommendation using fine-tune graph neural networks","Cluster Computing","","1386-7857, 1573-7543","10.1007/s10586-024-05063-5","https://link.springer.com/10.1007/s10586-024-05063-5","The mobile industry is one of the skyrocketing industries of the modern age. Many people rely on using mobile applications in their daily lives. Healthcare facilities are not uniformly available everywhere. To get quick help in some situations, people consult Mobile Health (M-Health) applications. On different mobile app stores, M-Health applications are growing rapidly. Users often face problems in finding the most appropriate application. App descriptions, ratings, and reviews are the only sources to find users’ reviews about certain applications. Users read the text to decide whether to use or skip the application. A sentiment analysis can be used to give the users a fast assessment. Clients’ experiences may also be made better through recommender systems, which can make it easier to find applications that are relevant to them. We propose a novel framework that employs a Graph Neural Network (GNNs) algorithm to develop a recommender system for M-Health applications. The proposed system will help the users to choose the most appropriate application from the entire list. This will also help the software communities to make innovations in the current application by providing users feedback. In order to validate the model performance, the proposed work is tested on custom-built and benchmark datasets, which achieved 97.5% and 98.3% respectively. The proposed work outperforms closely related state-of-the-art works.","2025-09","2025-10-16 00:44:54","2025-10-16 00:44:54","2025-10-16 00:44:54","373","","6","28","","Cluster Comput","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\2JU2YI6A\Ayadi et al. - 2025 - Improving M-Health applications recommendation using fine-tune graph neural networks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A5QMQ9SZ","journalArticle","2025","Wang, Qingshuai; Wang, Jiahao; Ibrahim, Noor Farizah","SentiEntityRec: Entity-level sentiment perception graph neural network for news recommendation","Journal of King Saud University Computer and Information Sciences","","1319-1578, 2213-1248","10.1007/s44443-025-00087-2","https://link.springer.com/10.1007/s44443-025-00087-2","Precise news recommendations are critical in today’s digital landscape. However, conventional approaches overlook ﬁnegrained sentiment nuances associated with individual entities in news content. This paper presents SentiEntityRec, a novel graph neural network framework that enriches traditional entity embeddings using a global graph-enhanced model by incorporating sentiment vectors. Experiments conducted with MIND datasets have shown that SentiEntityRec surpasses existing models in key performance metrics. For example, the proposed model improves +0.5% AUC over GLoCIM. These results underscore the superior efﬁcacy of incorporating entity-sentiment analysis into graph-based news recommendation systems.","2025-07","2025-10-16 00:44:58","2025-10-16 00:44:58","2025-10-16 00:44:58","80","","5","37","","J. King Saud Univ. Comput. Inf. Sci.","SentiEntityRec","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\BM4DGYQT\Wang et al. - 2025 - SentiEntityRec Entity-level sentiment perception graph neural network for news recommendation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3NH28C8","journalArticle","2025","Abakarim, Sana; Qassimi, Sara; Rakrak, Said","Emotion and sentiment enriched decision transformer for personalized recommendations","Scientific Reports","","2045-2322","10.1038/s41598-025-06386-y","https://www.nature.com/articles/s41598-025-06386-y","","2025-07-01","2025-10-16 00:45:02","2025-10-16 00:45:02","2025-10-16 00:45:02","21020","","1","15","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\JVCBQZFZ\Abakarim et al. - 2025 - Emotion and sentiment enriched decision transformer for personalized recommendations.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YM7MB3FR","journalArticle","2025","Chang, Shuyun; Yang, Yang","Deep hybrid framework of BERT and knowledge graph for personalized POI recommendations in social networks","Electronic Commerce Research","","1389-5753, 1572-9362","10.1007/s10660-025-10034-y","https://link.springer.com/10.1007/s10660-025-10034-y","Personalized recommendation systems are essential for enhancing user experiences on social networks, particularly in Point of Interest (POI) recommendations for tourists navigating unfamiliar regions. Existing sequential models often rely on unidirectional architectures, limiting their ability to capture comprehensive contextual information and dynamic user preferences. This paper proposes BERT-KGRec, a hybrid recommendation framework combining Bidirectional Encoder Representations from Transformers (BERT) and a knowledge graph for contextualized POI recommendations. BERT captures semantic and contextual data from user-generated posts, while the knowledge graph enriches recommendations with relational and contextual insights. Sentiment analysis of user posts further refines preference modeling, and demographic data integration addresses the cold-start problem. Experimental evaluations on real-world datasets from Flickr and Yelp demonstrate significant improvements in measurements like NDCG, F1-Score, MAP, and RMSE in contrast to cutting-edge techniques, highlighting the model’s potential in delivering accurate, personalized, and context-aware recommendations.","2025-09-23","2025-10-16 00:45:07","2025-10-16 00:45:07","2025-10-16 00:45:07","","","","","","Electron Commer Res","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\M7PXAALQ\Chang and Yang - 2025 - Deep hybrid framework of BERT and knowledge graph for personalized POI recommendations in social net.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUHPQEHA","journalArticle","2024","Noorian, Ali","Integrating user reviews and risk factors from social networks in a multi-objective recommender system","Electronic Commerce Research","","1389-5753, 1572-9362","10.1007/s10660-024-09944-0","https://link.springer.com/10.1007/s10660-024-09944-0","With the rapid expansion of location-based social networks, the significance of recommendations for tours and activities has grown significantly. However, many recommender systems overlook the valuable insights embedded in user reviews, thereby missing out on potential improvements. By incorporating review text into the recommendation process, it is possible to enhance the performance of recommender systems and tackle the Cold Start problem. In this study, a novel personalized method for recommending Points of Interest (POI) trips based on user reviews is proposed. The approach leverages a transformer model to extract semantic correlations in a multitask-learning setting, enabling predictions on crime rates and traffic flow at various POIs. Additionally, an LSTM network is employed to identify similar users based on their feedback, thereby overcoming data scarcity and the Cold Start issue. Moreover, this method incorporates multifaceted contextual information to determine user preferences accurately. Finally, a neural hybrid framework mines personalized POIs in a sequential pattern and integrates them into the recommendation process to identify the most efficient trip candidates. The proposed methodology is evaluated using datasets from Yelp, Gowalla, and Tripadvisor, and its superior performance is demonstrated across multiple evaluation metrics, including MAP, NDCG, RMSE, and F-Score.","2024-12-26","2025-10-16 00:45:09","2025-10-16 00:45:10","2025-10-16 00:45:09","","","","","","Electron Commer Res","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\AUKVQZZE\Noorian - 2024 - Integrating user reviews and risk factors from social networks in a multi-objective recommender syst.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JACNILE","journalArticle","2023","Karabila, Ikram; Darraz, Nossayba; EL-Ansari, Anas; Alami, Nabil; EL Mallahi, Mostafa","BERT-enhanced sentiment analysis for personalized e-commerce recommendations","Multimedia Tools and Applications","","1573-7721","10.1007/s11042-023-17689-5","https://link.springer.com/10.1007/s11042-023-17689-5","Recommendation systems (RS) play a crucial role in enhancing conversion rates in e-commerce by offering personalized product recommendations based on customer preferences. However, traditional RS heavily rely on numerical ratings, which might not fully capture the subtle nuances of user preferences. To overcome this limitation, the integration of textual data, such as reviews using sentiment analysis (SA), has gained considerable signiﬁcance. Nevertheless, effectively analyzing and comprehending unstructured review data presents its own set of challenges. In this work, we propose a novel RS that synergizes collaborative ﬁltering with sentiment analysis to deliver precise and individualized recommendations. Our approach encompasses three main steps: (1) Developing a BERT ﬁne-tuned model for accurate sentiment classiﬁcation, (2) Creating a hybrid collaborative ﬁltering-based Recommendation Model, and (3) Improving the product selection process in the RS using BERT insights for enhanced recommendation accuracy in the e-commerce domain. Notably, our SA model exhibits remarkable accuracy, achieving 91%, and outperforming state-of-theart models on a benchmark dataset. Through extensive experimentation and evaluation, we demonstrate that our method signiﬁcantly improves the accuracy and personalization of the RS, thereby providing customers with a tailored and reliable recommendation service in the e-commerce domain.","2023-12-12","2025-10-16 00:45:13","2025-10-16 00:45:13","2025-10-16 00:45:13","56463-56488","","19","83","","Multimed Tools Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\K2YZCIX9\Karabila et al. - 2023 - BERT-enhanced sentiment analysis for personalized e-commerce recommendations.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZEDCK86","journalArticle","2025","Liu, Fengjin; Cao, Qiong; Huang, Xianying; Liu, Huaiyu","Sentimentally enhanced conversation recommender system","Complex & Intelligent Systems","","2199-4536, 2198-6053","10.1007/s40747-024-01766-9","https://link.springer.com/10.1007/s40747-024-01766-9","Conversation recommender system (CRS) aims to provide high-quality recommendations to users in fewer conversation turns. Existing studies often rely on knowledge graphs to enhance the representation of entity information. However, these methods tend to overlook the inherent incompleteness of knowledge graphs, making it challenging for models to fully capture users’ true preferences. Additionally, they fail to thoroughly explore users’ emotional tendencies toward entities or effectively differentiate the varying impacts of different entities on user preferences. Furthermore, the responses generated by the dialogue module are often monotonous, lacking diversity and expressiveness, and thus fall short of meeting the demands of complex scenarios. To address these shortcomings, we propose an innovative Sentimentally Enhanced Conversation Recommender System (SECR). First, we construct a comprehensive and highly optimized knowledge graph, termed MAKG, which provides a rich and complete set of entities to help the model capture user preferences more holistically. This signiﬁcantly improves the inference depth and decision accuracy of the recommender system. Second, by deeply analyzing the emotional semantics in dialogues, the system accurately identiﬁes users’ emotional tendencies toward entities and recommends those that best align with their preferences. To reﬁne the recommendation strategy, we design an emotional weighting mechanism to quantify and distinguish the importance of different entities in shaping user preferences. Lastly, we develop an efﬁcient text ﬁlter to extract movie introductions from external data sources and integrate them into the dialogue, greatly enhancing the diversity and semantic richness of the generated responses. Extensive experimental results on two public CRS datasets demonstrate the effectiveness of our approach. Our code is released on https://github.com/Janns0916/EECR.","2025-02","2025-10-16 00:45:16","2025-10-16 00:45:16","2025-10-16 00:45:16","135","","2","11","","Complex Intell. Syst.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\Q5W4NLAE\Liu et al. - 2025 - Sentimentally enhanced conversation recommender system.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LDPLYN9J","journalArticle","2025","Krishna, E. S. Phalguna; Ramu, T. Bhargava; Chaitanya, R. Krishna; Ram, M. Sitha; Balayesu, Narasimhula; Gandikota, Hari Prasad; Jagadesh, B. N.","Enhancing E-commerce recommendations with sentiment analysis using MLA-EDTCNet and collaborative filtering","Scientific Reports","","2045-2322","10.1038/s41598-025-91275-7","https://www.nature.com/articles/s41598-025-91275-7","","2025-02-25","2025-10-16 00:45:20","2025-10-16 00:45:20","2025-10-16 00:45:20","6739","","1","15","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\VWVMRY68\Krishna et al. - 2025 - Enhancing E-commerce recommendations with sentiment analysis using MLA-EDTCNet and collaborative fil.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WVYPZMEM","journalArticle","2025","Zhang, Vince Wanhao; Wang, Guansu; Arshad, Noreen Izza; Nguyen, Quang; Xia, Mengyao; Innab, Nisreen","Advancing consumer insights: efficient sentiment analysis-based recommendation system using multi-criteria decision making with a game theoretic approach","Annals of Operations Research","","0254-5330, 1572-9338","10.1007/s10479-024-06403-9","https://link.springer.com/10.1007/s10479-024-06403-9","Hybrid recommender systems use advanced algorithms to learn from heterogeneous data sources and give consumers customized recommendations. User preferences (like ratings or reviews) and item content (like description or category) are two examples of the data that might be included. In earlier research on recommender systems, user feedback, or ""ratings,"" was primarily used to construct user proﬁles and assess recommendation quality. Even if ratings are helpful, they might not give a complete picture of users’ preferences. On the other hand, some feedback data—such as reviews and the emotions they convey—represent people and their preferences in a different or complementary way. Such information might highlight signiﬁcant aspects of a user’s proﬁle that aren’t always associated with user ratings; as a result, it may show a different aspect of the user. In this study, we provide a novel hybrid recommender system that analyzes heterogeneous data sources, such as user ratings and feelings gleaned from reviews, using sophisticated algorithms. Our method uses sentiment analysis to capture a more nuanced perspective of user preferences, in contrast to standard systems that build user proﬁles solely based on ratings. We employed sophisticated algorithms to provide recommendations for users who can incorporate extra data, such as the sentiment of the review. Our investigations revealed that in some cases (such as the music industry), the opinions expressed in user reviews do not always strongly correspond with the ratings. This suggests that emotion may represent a distinct facet of user preferences and serve as a substitute for other user feedback.","2025-01-03","2025-10-16 00:45:23","2025-10-16 00:45:23","2025-10-16 00:45:23","","","","","","Ann Oper Res","Advancing consumer insights","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\45F4RBDA\Zhang et al. - 2025 - Advancing consumer insights efficient sentiment analysis-based recommendation system using multi-cr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLPDX7IF","journalArticle","2024","Singh, Tinku; Rajput, Vinarm; Sharma, Nikhil; Satakshi; Kumar, Manish","Sentiment analysis based distributed recommendation system","Multimedia Tools and Applications","","1573-7721","10.1007/s11042-023-18081-z","https://link.springer.com/10.1007/s11042-023-18081-z","The recommendation system assists in selecting the best product among the millions of products available on various e-commerce sites. An effective recommendation system can save the user’s time while looking for a suitable product. People are spending more time on the internet these days, and their interests vary over time; as a result, their preference data is accumulating at a rapid pace. The recommendation algorithms should be scalable enough to process this large-scale data efﬁciently. It should also preserve the relationship between time and user preferences. Matrix factorization is a useful technique in this case. It is, however, dependent on the users’ previous transactions and confronts data sparsity and scalability issues. In this study, we proposed a recommendation model utilizing distributed alternating least square matrix factorization that incorporates product ratings along with user reviews. It utilizes the up-vote technique to justify user reviews and the weighted rating normalization approach to assign a normalized rating to the reviews, which helps in improving recommendations. The proposed method is scalable enough to efﬁciently process the large amount of data generated due to user reviews and ratings. Extensive experiments were performed to validate the outcomes on the well-known Amazon reviews dataset utilizing the Apache Spark cluster. The proposed methodology outperformed state-of-the-art models in product recommendations, achieving an average precision of 89.1% and an average recall of 84.1%.","2024-01-24","2025-10-16 00:45:26","2025-10-16 00:45:26","2025-10-16 00:45:26","66539-66563","","25","83","","Multimed Tools Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\LQMHBYZH\Singh et al. - 2024 - Sentiment analysis based distributed recommendation system.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSRPYY3K","journalArticle","2025","Liu, Fan; Liu, Yaqi; Chen, Huilin; Cheng, Zhiyong; Nie, Liqiang; Kankanhalli, Mohan","Understanding Before Recommendation: Semantic Aspect-Aware Review Exploitation via Large Language Models","ACM Transactions on Information Systems","","1046-8188, 1558-2868","10.1145/3704999","https://dl.acm.org/doi/10.1145/3704999","Recommendation systems harness user–item interactions like clicks and reviews to learn their representations. Previous studies improve recommendation accuracy and interpretability by modeling user preferences across various aspects and intents. However, the aspects and intents are inferred directly from user reviews or behavior patterns, suffering from the data noise and the data sparsity problem. Furthermore, it is difficult to understand the reasons behind recommendations due to the challenges of interpreting implicit aspects and intents. To address these constraints, we harness the sentiment analysis capabilities of Large Language Models (LLMs) to enhance the accuracy and interpretability of the conventional recommendation methods. Specifically, inspired by the deep semantic understanding offered by LLMs, we introduce a chain-based prompting strategy to uncover semantic aspect-aware interactions, which provide clearer insights into user behaviors at a fine-grained semantic level. To incorporate the rich interactions of various aspects, we propose the simple yet effective Semantic Aspect-Based Graph Convolution Network (SAGCN). By performing graph convolutions on multiple semantic aspect graphs, SAGCN efficiently combines embeddings across multiple semantic aspects for final user and item representations. The effectiveness of the SAGCN was evaluated on four publicly available datasets through extensive experiments, which revealed that it outperforms all other competitors. Furthermore, interpretability analysis experiments were conducted to demonstrate the interpretability of incorporating semantic aspects into the model.","2025-03-31","2025-10-16 00:45:29","2025-10-16 00:45:29","2025-10-16 00:45:29","1-26","","2","43","","ACM Trans. Inf. Syst.","Understanding Before Recommendation","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\XI56P3SC\Liu et al. - 2025 - Understanding Before Recommendation Semantic Aspect-Aware Review Exploitation via Large Language Mo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCM7DA9H","journalArticle","2024","Wu, Xuansheng; Wan, Hanqin; Tan, Qiaoyu; Yao, Wenlin; Liu, Ninghao","DIRECT: Dual Interpretable Recommendation with Multi-aspect Word Attribution","ACM Transactions on Intelligent Systems and Technology","","2157-6904, 2157-6912","10.1145/3663483","https://dl.acm.org/doi/10.1145/3663483","Recommending products to users with intuitive explanations helps improve the system in transparency, persuasiveness, and satisfaction. Existing interpretation techniques include               post hoc               methods and interpretable modeling. The former category could quantitatively analyze input contribution to model prediction but has limited interpretation faithfulness, while the latter could explain model internal mechanisms but may not directly attribute model predictions to input features. In this study, we propose a novel Dual Interpretable Recommendation model called DIRECT, which integrates ideas of the two interpretation categories to inherit their advantages and avoid limitations. Specifically, DIRECT makes use of item descriptions as explainable evidence for recommendation. First, similar to the               post hoc               interpretation, DIRECT could attribute the prediction of a user preference score to textual words of the item descriptions. The attribution of each word is related to its sentiment polarity and word importance, where a word is important if it corresponds to an item aspect that the user is interested in. Second, to improve the interpretability of embedding space, we propose to extract high-level concepts from embeddings, where each concept corresponds to an item aspect. To learn discriminative concepts, we employ a concept bottleneck layer and maximize the coding rate reduction on word-aspect embeddings by leveraging a word–word affinity graph extracted from a pre-trained language model. In this way, DIRECT simultaneously achieves faithful attribution and usable interpretation of embedding space. We also show that DIRECT achieves linear inference time complexity regarding the length of item reviews. We conduct experiments including ablation studies on five real-world datasets. Quantitative analysis, visualizations, and case studies verify the interpretability of DIRECT. Our code is available at:               https://github.com/JacksonWuxs/DIRECT               .","2024-10-31","2025-10-16 00:45:33","2025-10-16 00:45:33","2025-10-16 00:45:33","1-21","","5","15","","ACM Trans. Intell. Syst. Technol.","DIRECT","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\C6XZ6H33\Wu et al. - 2024 - DIRECT Dual Interpretable Recommendation with Multi-aspect Word Attribution.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TERJXUHX","journalArticle","2023","Geng, He; Peng, Wenjing; Shan, Xiaojun Gene; Song, Cen","A hybrid recommendation algorithm for green food based on review text and review time","CyTA - Journal of Food","","1947-6337, 1947-6345","10.1080/19476337.2023.2215844","https://www.tandfonline.com/doi/full/10.1080/19476337.2023.2215844","Green food is well-known for its health benefits, environmental-friendliness, and safety. Current recommender systems used by e-commerce websites usually recommend products based on products' popularity or customers' ratings. However, users' reviews could be more representative of consumers' preferences. In addition, users' review time is not utilized. To reduce the recommendation bias, this study proposes a hybrid recommendation algorithm based on green food reviews and review time. The proposed algorithm combines a content-based recommendation algorithm with a user-based collaborative filtering approach, where affective values of reviews replace ratings and a time impact factor is considered. With the two classical evaluation indices of F1 and Mean Absolute Error (MAE), the experiments show that considering both reviews’ sentiments and dynamic changes of individuals’ preferences could improve recommendation effectiveness over three other algorithms, which provides a new reference direction for improving existing recommender systems on green food.","2023-12-31","2025-10-16 00:45:37","2025-10-16 00:45:37","2025-10-16 00:45:37","481-492","","1","21","","CyTA - Journal of Food","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\M8QTSPIT\Geng et al. - 2023 - A hybrid recommendation algorithm for green food based on review text and review time.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MMX2LB8","journalArticle","2024","Nguyen, Thon-Da","An approach to improve the accuracy of rating prediction for recommender systems","Automatika","","0005-1144, 1848-3380","10.1080/00051144.2023.2284026","https://www.tandfonline.com/doi/full/10.1080/00051144.2023.2284026","Sentiment analysis is critical for classifying users on social media and reviewing products through comments and reviews. At the same time, rating prediction is a popular and valuable topic in research on recommendation systems. This study improves the accuracy of ratings in recommendation systems through the combination of rating prediction and sentiment analysis from customer reviews. New ratings have been generated based on original ratings and sentiment analysis. Experimental results show that in almost all cases, revised ratings using a deep learningbased algorithm called LightGCN on 7 various real-life datasets improve rating prediction. In particular, rating prediction metrics (RMSE and MAE, R2, and explained variance) of the proposed approach (with revised ratings) are better than those of the typical approach (with unrevised ratings). Furthermore, evaluating ranking metrics (also top-k item recommendation metrics) for this model also shows that our proposed approach (with revised ratings) is much more effective than the original approach (with unrevised ratings). Our significant contribution to this research is to propose a better rating prediction model that uses a supplement factor sentiment score to enhance the accuracy of rating prediction.","2024-01-02","2025-10-16 00:45:40","2025-10-16 00:45:40","2025-10-16 00:45:40","58-72","","1","65","","Automatika","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\Y3J9FF4I\Nguyen - 2024 - An approach to improve the accuracy of rating prediction for recommender systems.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3WJNIMQ","journalArticle","2023","Berkani, Lamia; Boudjenah, Nassim","S-SNHF: sentiment based social neural hybrid filtering","International Journal of General Systems","","0308-1079, 1563-5104","10.1080/03081079.2023.2200248","https://www.tandfonline.com/doi/full/10.1080/03081079.2023.2200248","","2023-04-03","2025-10-16 00:45:43","2025-10-16 00:45:43","2025-10-16 00:45:43","297-325","","3","52","","International Journal of General Systems","S-SNHF","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\CX3GGJXP\Berkani and Boudjenah - 2023 - S-SNHF sentiment based social neural hybrid filtering.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MECU4AUT","journalArticle","2024","Thomas, Roshy; Jeba, J. R.","A novel framework for an intelligent deep learning based product recommendation system using sentiment analysis (SA)","Automatika","","0005-1144, 1848-3380","10.1080/00051144.2023.2295148","https://www.tandfonline.com/doi/full/10.1080/00051144.2023.2295148","Social media and e-commerce are the two most prominent and quickly expanding industries today. These two areas exhibit the greatest influence on platform users. Numerous new people sign up for these networks on a daily basis. This platform offers extremely quick user networking and communication. These platforms are used to create an online product-based recommender system that will help grow online business by recommending products. Online product recommendations are entirely dependent on the views, feedback, and comments of consumers. Online recommender systems have become a regular part of consumers’ everyday routines, with their widespread use observed in e-commerce, social networking platforms, and news websites. This paper offers a novel framework for product recommendation based on sentiment analysis (SA) and collaborative filtering (CF). The SA was performed using an LSTM-based model. On the basis of CF, two distinct recommendation systems were built. The proposed SA model was integrated with the best recommendation system to enhance the recommendations. The experimental findings showed that the proposed system for product recommendation outperformed the existing methods. The outcomes demonstrated the potential of combining CF and SA to improve consumer satisfaction and product recommendation in e-commerce systems.","2024-04-02","2025-10-16 00:45:46","2025-10-16 00:45:46","2025-10-16 00:45:46","410-424","","2","65","","Automatika","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\3Z3BZHN5\Thomas and Jeba - 2024 - A novel framework for an intelligent deep learning based product recommendation system using sentime.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
